,ESRI_OID,att_name,attachmentid,auteur,content_type,data_size,date_doc,desc_type,doc_ref,doc_titre,globalid,nom_conces,nom_foret,type_,url
365,366,Fcom_TRAPEN DE NSOLA_AMS_23062016.pdf,808,,application/pdf,853935,,,,,{85690478-E346-43A2-A41E-6FB4F6E6DD1A},,09-03-679,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2675/attachments/808
366,367,VC_09 03 352_2015.pdf,416,,application/pdf,3223991,,,,,{88A6E372-F240-4A06-8FC5-C4A432BCEBA0},,0903352,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/782/attachments/416
367,368,attribution.pdf,6859,,application/pdf,39534,,,,,{BFC53FCF-AA32-4614-9DB0-BCBD6825422F},1042,10-037,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/923/attachments/6859
368,369,UFA09019_AMS_2006.pdf,5041,,application/pdf,363327,,,,,{D176C316-9124-4F5D-A26C-ACA8AF46D7AE},1036,09-019,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/895/attachments/5041
369,370,UFA09024_CC.pdf,5859,,application/pdf,1889362,,,,,{A8063843-A034-4153-88BF-CFF12CA04913},1037,09-024,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/912/attachments/5859
370,371,UFA08007_APROPA.pdf,5841,,application/pdf,34239,,,,,{D122B3B7-D93B-4147-995D-9FEC60FE7F25},1049,08-007,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/811/attachments/5841
371,372,AMS_ GIC IPABI bessombe_2011.pdf,862,,application/pdf,1130630,,,,,{5D444814-58E6-4224-857D-560045564C58},,07-03-613,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1433/attachments/862
372,373,UFA09017_09018_ACPSON.pdf,5921,,application/pdf,167010,,,,,{C5EE7A25-669B-4F76-A479-90B995814FF8},1050,09-017,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/884/attachments/5921
373,374,UFA11003_11004_COPROV_2006.pdf,5264,,application/pdf,458074,,,,,{DC95E51F-1077-4958-AB50-A9E31C86D6CF},1089,11-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/829/attachments/5264
374,375,UFA09004a_AGPF.pdf,4524,,application/pdf,363039,,,,,{BDDBFC48-4888-41F4-930E-3DCAA8CA8FA3},1032,09-004A,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/819/attachments/4524
375,376,UFA09017_RIE_2004.pdf,6042,,application/pdf,4362682,,,,,{3F7D2938-9271-4971-A9A9-8FB6942C45D8},1050,09-017,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/884/attachments/6042
376,377,VC_09 01 332_2015.pdf,441,,application/pdf,2808883,,,,,{A402FB36-5A6B-4520-8B27-D9B2A7185054},,0901332,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/894/attachments/441
377,378,UFA09012_NTRANS.pdf,5989,,application/pdf,408789,,,,,{5443470B-018A-4DFC-A66B-2F4DDD23E5CD},1062,09-012,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/905/attachments/5989
378,379,10-020_P_G_Q__2004.pdf,3,,application/pdf,554058,,,,,{AF8C84EF-E06B-4AA6-A148-276159997DE2},1038,10-020,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/1/5478/attachments/3
379,380,VC 10 04 309.pdf,3229,,application/pdf,2913313,,,,,{A24FDFA1-13E1-4A6B-9198-4A4D057F32A2},,1004309,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/4190/attachments/3229
380,381,FC_MOLOUNDOU_PA_2006.pdf,5321,,application/pdf,2133178,,,,,{1AA6299C-E8DC-4E07-8700-10FAB8A58FFB},1475,MOULOUNDOU,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/910/attachments/5321
381,382,VC 09 04 403 ITTC Modification.pdf,3629,,application/pdf,1003456,,,,,{154AF1FD-B113-4F2A-BD10-0798C7983DAA},,0904403,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/835/attachments/3629
382,383,UFA10063_PSON_2002.pdf,5277,,application/pdf,1127003,,,,,{69A64296-2708-4C0C-B8A2-CD25D83912F5},1048,10-063,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/833/attachments/5277
383,384,UFA09027_APROPA_2010.pdf,5947,,application/pdf,606222,,,,,{2B3148D3-412B-4338-947F-257724FC4D29},1081,09-027,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/864/attachments/5947
384,385,UFA08008_attribution.pdf,4619,,application/pdf,37635,,,,,{48720141-125B-4646-916F-3A4AB877FB90},1030,08-008,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/853/attachments/4619
385,386,UFA08002_PA_2005.pdf,4582,,application/pdf,297196,,,,,{E8EC63F1-43D1-4851-A766-8AF450F93B46},1026,08-002,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/890/attachments/4582
386,387,UFA10061_attestation_de_mesure_de_superficie_2002.pdf,4959,,application/pdf,264748,,,,,{F8978EA0-8EBD-4F3E-B69C-FCC06A517CC9},1021,10-061,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/883/attachments/4959
387,388,FC_Meyomessi_Meyomessala_DECLA_2015.pdf,5140,,application/pdf,1040065,,,,,{23C83574-870A-48E2-BF48-D10D37F2AE2C},1501,MEYOMESSI ET MEYOMESSALA,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/814/attachments/5140
388,389,UFA10060_APU_CLA_2002.pdf,5235,,application/pdf,276680,,,,,{AA4B8C55-C08D-404D-B56E-B110AF80FA69},1046,10-060,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/922/attachments/5235
389,390,UFA09004b_APROPA_2004.pdf,5828,,application/pdf,55216,,,,,{8F5BA0B8-50C8-4906-800F-8A3D9EE91C26},1033,09-004B,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/784/attachments/5828
390,391,UFA09022_NTRANS.pdf,5985,,application/pdf,1309280,,,,,{3DDE5121-D3F7-4187-A64E-5A515EE826EF},1078,09-022,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/786/attachments/5985
391,392,UFA09026_09027_approbation_du_rapport_d'inventaire_2007.pdf,5502,,application/pdf,29362,,,,,{EFE8E63E-DED4-4052-93A6-EA32BE2275DA},1081,09-026,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/861/attachments/5502
392,393,UFA00004_ACOPROV.pdf,5899,,application/pdf,312689,,,,,{E9379B66-F887-4A06-99E6-8E152B9929BC},1029,00-004,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/926/attachments/5899
393,394,Ams_lawna gouda_2014.pdf,890,,application/pdf,282905,,,,,{98781BB9-C616-4011-84AF-85BDF0BAB812},,024,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1364/attachments/890
394,395,APPROBATION PA 10 054.PDF,6850,,application/pdf,403204,,,,,{0B5ADA32-1E17-4924-8510-3298465645C8},1012,10-054,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/817/attachments/6850
395,396,UFA10063_RIA_2002.pdf,5270,,application/pdf,1023172,,,,,{12DD2767-91AE-4222-864F-75536387EDDC},1048,10-063,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/833/attachments/5270
396,397,UFA10057_COPROV_2001.pdf,5039,,application/pdf,167017,,,,,{8B400923-6694-46FE-8554-20987E058DF9},1046,10-060,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/922/attachments/5039
397,398,P.A.O. 2006.pdf,6877,,application/pdf,790364,,,,,{88C01603-6917-4945-8251-E38D06EFD90B},1053,10-010,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/934/attachments/6877
398,399,09-016R_I_E__2007.pdf,7291,,application/pdf,977907,,,,,{F0189679-0D03-4509-8104-71A5335FE30B},1064,09-016,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/792/attachments/7291
399,400,AP NGWEI.pdf,1261,,application/pdf,6789411,,,,,{00E9BF23-1249-4129-A298-4F2F36F75C3C},,NGWEI ,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/1746/attachments/1261
400,401,FC_BENGBIG_APU_CLA.pdf,5273,,application/pdf,2436058,,,,,{E7A25BD6-2C38-471D-9CBA-AE638B71A669},1500,BENGBIS,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/831/attachments/5273
401,402,UFA09004b_RTRANS.pdf,5959,,application/pdf,597828,,,,,{22593DAB-66F4-4D47-89AE-97D153D038CB},1033,09-004B,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/784/attachments/5959
402,403,UFA09024_EIE_2008.pdf,5925,,application/pdf,5667038,,,,,{7A08DCAD-C09F-47F3-9657-8BA77D8D0D19},1037,09-024,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/912/attachments/5925
403,404,UFA09023_NTRANS.pdf,4952,,application/pdf,519669,,,,,{056D501D-02CF-48DC-9471-1EE6EB6A27B5},1005,09-023,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/787/attachments/4952
404,405,FC_Doumé_DECLA_2014.pdf,5087,,application/pdf,3834736,,,,,{5457F40D-FE96-4009-87ED-D5A2D4BDF267},1489,DOUME,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/903/attachments/5087
405,406,UFA10001_PGQ_2008.pdf,5018,,application/pdf,4220994,,,,,{1AF9CC59-1252-49E2-846A-3C6583184035},1025,10-001,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/767/attachments/5018
406,407,UFA10063_AGPF.pdf,5387,,application/pdf,288373,,,,,{B6AE4916-BB35-4A9B-B405-EBB0F31904D9},1048,10-063,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/833/attachments/5387
407,408,UFA10003_APROPA_2004.pdf,4977,,application/pdf,39692,,,,,{A0C7D198-B8F3-4EAB-A8B1-EBA3A5C8F481},1025,10-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/1751/attachments/4977
408,409,UFA10057_RIA_2004.pdf,5268,,application/pdf,5372156,,,,,{C106C536-6D9D-452D-987E-D604592992AF},1046,10-059,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/820/attachments/5268
409,410,VC_11 02 10_2014.pdf,14,,application/pdf,2731649,,,,,{09A68E3E-9A17-49DD-8C04-5346B087AD70},,110216,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/787/attachments/14
410,411,UFA10005_CC.pdf,5167,,application/pdf,5528569,,,,,{DC27B69B-8042-40C3-A145-6D4000151B1B},1051,10-005A,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/795/attachments/5167
411,412,VC 08 01 237.pdf,3247,,application/pdf,10791434,,,,,{B882156D-4EC0-47C6-B9B0-746143FC6E8F},,0801237,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/4570/attachments/3247
412,413,SEZOBOTH DE PEPO-ESSENGBOT CP 2017.pdf,1253,,application/pdf,764877,,,,,{C009AED6-EF88-4B6A-A473-BA05808D9158},,10-03-701,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/4264/attachments/1253
413,414,UFA00004_DECLA.pdf,5943,,application/pdf,2328813,,,,,{58CA1AF4-CDA1-4CAD-AA23-872D52867612},1029,00-004,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/926/attachments/5943
414,415,UFA10015_APROPA_2008.pdf,4897,,application/pdf,783741,,,,,{22993A7D-4A8F-4EEE-83ED-5A7343A6FD5C},1004,10-015,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/808/attachments/4897
415,416,Fcom_ D'AKOM(EFOULANE MEYONG)_AMS_11132015.pdf,826,,application/pdf,676786,,,,,{C0635657-24F7-44A9-8F6A-E7CDCDC21BE8},,09-01-661,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1546/attachments/826
416,417,AMS_gic nkovico_2013.pdf,869,,application/pdf,962159,,,,,{1CA7DCE0-4DA1-469D-9619-01F2C84CDD1A},,11-02-533,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1711/attachments/869
417,418,UFA11006_APU.pdf,5132,,application/pdf,377420,,,,,{5A800EEA-F974-4A7A-8111-E7F258F311E9},1092,11-006,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/815/attachments/5132
418,419,UFA10021_RIE_2003.pdf,4882,,application/pdf,1408810,,,,,{87DBA819-89E9-41F9-AB5D-C8D2C014D1E3},1018,10-021,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/848/attachments/4882
419,420,10-020_attestation_de_mesure_de_superficie_2004.pdf,2440,,application/pdf,279227,,,,,{6F9620D7-30DC-4058-8819-AB669E36F347},1038,"10-020,10-020",,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/2/9349/attachments/2440
420,421,UFA10012_ACOPROV.pdf,5007,,application/pdf,307221,,,,,{A0CD4116-21CE-4CB2-98AE-5047EE0EDAAB},1016,10-012,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/799/attachments/5007
421,422,Convention Provisoire d'exploitation annex 2 cahier des charges_2006.pdf,5401,,application/pdf,304736,,,,,{2861051A-2DB3-459D-BDDF-A0BF808D2536},1087,11-005,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/947/attachments/5401
422,423,GIC NYALODJOO AMS 2011.pdf,918,,application/pdf,912073,,,,,{8BC5C443-0D39-43DB-94B9-82B6691927BB},,10-04-498,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1605/attachments/918
423,424,UFA10058_DECLA_2004.pdf,5023,,application/pdf,1696013,,,,,{4361DDDA-7C67-4CB1-B475-B293A7D599BC},1009,10-058,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/899/attachments/5023
424,425,UFA10012_RIE_2008.pdf,4792,,application/pdf,2289203,,,,,{6A1690B8-ECCF-467E-B675-93C44A10C4BE},1016,10-012,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/799/attachments/4792
425,426,UFA_08007_AVIPU_2006.pdf,5892,,application/pdf,255167,,,,,{0524DF0E-1552-4642-9AD1-3E17BFBA6ED9},1049,08-007,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/811/attachments/5892
426,427,KWAWILI_AMS_2016.pdf,1241,,application/pdf,881338,,,,,{ECCE492F-DF34-4D83-AD3C-80B0CEF91F07},,10-01-666,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/4271/attachments/1241
427,428,UFA09003_4A_5A et 5B LOREMA SFID2_ demande d'approbation de contrat de sous traitance.pdf,4485,,application/pdf,2231935,,,,,{9F662523-AC62-45D3-A9E7-C29F195E4035},1032,09-004A,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/819/attachments/4485
428,429,UFA10065_ACCF.pdf,5489,,application/pdf,20036,,,,,{A3C5C13D-7BE8-4C00-BA0D-B1D54C238B3A},1090,10-065,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/796/attachments/5489
429,430,UFA10015_CC_2.pdf,4972,,application/pdf,463242,,,,,{1999D10D-036C-458A-839C-7E49D1717CC2},1004,10-015,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/808/attachments/4972
430,431,VC 11 02 23.pdf,3239,,application/pdf,3275011,,,,,{6E8A9E3E-A19B-4289-98E9-41C58C7839E1},,110223,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/4168/attachments/3239
431,432,UFA09021_CC.pdf,4994,,application/pdf,3086921,,,,,{F085C8E9-BAA2-468A-8ED2-B815031CBB4B},1006,09-021,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/818/attachments/4994
432,433,DECLA 10031.pdf,6455,,application/pdf,2978711,,,,,{E46070FA-844F-4852-A889-382C4E42B39B},1041,10-031,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/836/attachments/6455
433,434,UFA11002_CC.pdf,5279,,application/pdf,1583103,,,,,{35DF7B78-26AF-4797-9677-A22365D049D5},1068,11-002,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/834/attachments/5279
434,435,UFA10063A_DECLA.pdf,5484,,application/pdf,1545981,,,,,{E2DBBB88-64FB-4A5A-B98C-38E8E16E3CBD},1048,10-063,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/833/attachments/5484
435,436,UFA09022_MT.pdf,5920,,application/pdf,848507,,,,,{704BD711-C3F3-4947-A620-47B5A03F5F14},1078,09-022,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/786/attachments/5920
436,437,UFA10061_ESE_2003.pdf,4930,,application/pdf,1112575,,,,,{C91B6BAA-7A45-46DB-BC30-A738662632D6},1021,10-061,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/883/attachments/4930
437,438,UFA10052_CC.pdf,6096,,application/pdf,5012490,,,,,{08DF6BF8-A53F-43F7-A000-0B4E52B25945},1058,10-052,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/932/attachments/6096
438,439,UFA10052_CEQTB.pdf,6081,,application/pdf,339776,,,,,{4C675703-E9BF-4DEC-BEB8-52D7A1E7E1A6},1058,10-052,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/932/attachments/6081
439,440,UFA_09-008_PA_2009.pdf,1246,,application/pdf,21854515,,,,,{F886B6E2-7648-4FC3-BA03-85DC73C32614},1073,09-008,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/866/attachments/1246
440,441,UFA10036_AI.pdf,5250,,application/pdf,1532595,,,,,{7693E5A1-55E3-4155-89F3-6F57750C8607},1103,10-036,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/830/attachments/5250
441,442,Ams_gic etincelle_2015.pdf,863,,application/pdf,352777,,,,,{02C38D21-1EB1-4F20-9E72-CCE7E919D0B9},,10-04-0011,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1411/attachments/863
442,443,CP_ASSOK-ODOUMOU_2016.pdf,4,,application/pdf,826090,,,,,{721A8A21-EFE0-4B08-ABCE-07203AE7C042},,09-01-659,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1541/attachments/4
443,444,AMS_NYANGO KOATO.pdf,15,,application/pdf,1175785,,,,,{36D5A108-FC78-4F08-AE97-BA3015D8D7CD},,10-02-638,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2234/attachments/15
444,445,FC_AKOM2 _EFOULAN_ACTIA.pdf,5452,,application/pdf,26594,,,,,{B48A9295-9381-4D36-9FDF-4F7BE99D567C},1485,AKOM2-EFOULAN,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/791/attachments/5452
445,446,UFA09016_COPROV_2002_2.pdf,5155,,application/pdf,129870,,,,,{AFACC4C2-A2EE-4A16-BBAC-A55CAFB9A01F},1064,09-016,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/792/attachments/5155
446,447,UFA10054CEQTB.pdf,4934,,application/pdf,468843,,,,,{809F270B-DAF8-45B6-8994-2DA2B5B3C649},1012,10-054,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/817/attachments/4934
447,448,Fcom_GIC ACJAB_AMS_2014.pdf,831,,application/pdf,2338154,,,,,{ED098887-0E17-486C-ABE3-FCF8986F4740},,08-01,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/3442/attachments/831
448,449,UFA11001_CC_SIENCAM.pdf,5442,,application/pdf,5233390,,,,,{875B3BD3-2DD3-4FDE-AEDA-4B041DBCEEC9},1086,11-001,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/778/attachments/5442
449,450,UFA10052_AGPF.pdf,6090,,application/pdf,969535,,,,,{D98DE9CD-AA28-456D-B15B-2063635E2594},1058,10-052,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/932/attachments/6090
450,451,UFA00001_APU_CLA.pdf,6024,,application/pdf,511630,,,,,{7AB17DCE-1B9A-4106-B9E7-A01E8FEDBC5B},1075,00-001,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/812/attachments/6024
451,452,KWAWILI _CP_2017.pdf,1237,,application/pdf,724512,,,,,{6922F2C1-B51E-42EC-BA39-3B641F00A7C7},,10-01-666,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/4271/attachments/1237
452,453,UFA00001_APU_ATRI.pdf,5990,,application/pdf,38049,,,,,{B2DDC1AB-59AE-417C-B1F0-D07884D04FF0},1075,00-001,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/812/attachments/5990
453,454,UFA10051_attestation_de_mesure_de_superficie_2003.pdf,4904,,application/pdf,381343,,,,,{C375F3CE-C730-4A9B-9CEF-8659AC726170},1015,10-051,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/929/attachments/4904
454,455,Fcom_CODAT_CP_20102016.pdf,818,,application/pdf,1860196,,,,,{CEE5400D-7376-4A69-BA17-6E26FEB0D4DD},,09-03-682,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2676/attachments/818
455,456,Fcom_MBO`O NGWAT WA PIC DUM_AMS_2016.pdf,815,,application/pdf,1180634,,,,,{6C95A5EB-922E-4E31-BB8F-0F86952783E2},,10-01-688,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2682/attachments/815
456,457,SCOOPS COVIM_AMS_2017.pdf,1247,,application/pdf,500559,,,,,{834763D6-B6C9-433E-8193-9167FD4B2AB8},,10-04-702,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/4268/attachments/1247
457,458,UFA09020_APU_CLA.pdf,5234,,application/pdf,288567,,,,,{7DC61E85-4591-48E6-A29A-3DECC860FB04},1069,09-020,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/828/attachments/5234
458,459,UFA09019_CC.pdf,5503,,application/pdf,3485214,,,,,{C3A9BA76-71A1-4B81-AF95-5A6FB76D0A77},1036,09-019,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/895/attachments/5503
459,460,VC 10 01 310.pdf,3230,,application/pdf,3206701,,,,,{A8F24046-A112-41FF-8241-59DF8C5DDF49},,1001310,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/4191/attachments/3230
460,461,UFA09017_09018_DECLA_2010.pdf,5960,,application/pdf,117263,,,,,{FCD7EA1A-02FB-4312-A4D0-096786AC18B8},1050,09-017,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/884/attachments/5960
461,462,ARRETE SOFOMAC VC 09 03 404.pdf,2813,,application/pdf,1765796,,,,,{D44EFC1B-949A-4E9B-816A-5DDAF74E9D81},,0903404,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/3354/attachments/2813
462,463,UFA10060_AGPF.pdf,5526,,application/pdf,187525,,,,,{57C52532-BEF3-434C-95D8-EEFFA4888287},1046,10-060,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/922/attachments/5526
463,464,UFA09020_DECLA_2002.pdf,5301,,application/pdf,321430,,,,,{80FEAB75-0ACF-44D7-A091-FE5711765025},1069,09-020,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/828/attachments/5301
464,465,UFA10060_COPROV_2002.pdf,5100,,application/pdf,120028,,,,,{45DE5118-4063-434E-A1AC-61E1C8E25A90},1046,10-060,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/922/attachments/5100
465,466,UFA11009_APU.pdf,5151,,application/pdf,335653,,,,,{3878E701-D007-4C4C-BF93-69D0C500288F},,11-009,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/886/attachments/5151
